district,year,crime_category,count
kalaburgi,2020,crime_against_women,1
kalaburgi,2020,violent_crime,1
kalaburgi,2020,crime_against_children,2
kalaburgi,2020,cyber_crime,6
kalaburgi,2020,crime_against_children,3
kalaburgi,2020,crime_against_children,1
kalaburgi,2020,crime_against_children,97
kalaburgi,2020,violent_crime,10
kalaburgi,2020,other_crime,21
kalaburgi,2020,crime_against_children,4
kalaburgi,2020,crime_against_children,106
kalaburgi,2021,crime_against_women,10
kalaburgi,2021,crime_against_women,117
kalaburgi,2021,crime_against_women,101
kalaburgi,2021,crime_against_women,1
kalaburgi,2021,crime_against_women,3
kalaburgi,2021,crime_against_women,3
kalaburgi,2021,crime_against_women,1
kalaburgi,2021,crime_against_women,29
kalaburgi,2021,crime_against_children,1
kalaburgi,2021,crime_against_women,1
kalaburgi,2021,crime_against_children,55
kalaburgi,2021,crime_against_women,12
kalaburgi city,2020,cyber_crime,4
kalaburgi city,2020,crime_against_children,6
kalaburgi city,2020,crime_against_children,133
kalaburgi city,2020,violent_crime,3
kalaburgi city,2020,other_crime,8
kalaburgi city,2020,crime_against_children,4
kalaburgi city,2020,crime_against_children,36
kalaburgi city,2021,crime_against_women,4
kalaburgi city,2021,crime_against_women,41
kalaburgi city,2021,crime_against_women,1
kalaburgi city,2021,crime_against_women,53
kalaburgi city,2021,crime_against_women,3
kalaburgi city,2021,crime_against_women,50
kalaburgi city,2021,crime_against_women,3
kalaburgi city,2021,crime_against_women,1
kalaburgi city,2021,crime_against_children,5
kalaburgi city,2021,crime_against_women,1
kalaburgi city,2021,crime_against_children,17
kalaburgi city,2021,crime_against_women,7
kodagu,2020,violent_crime,1
kodagu,2020,cyber_crime,1
kodagu,2020,crime_against_children,2
kodagu,2020,crime_against_children,66
kodagu,2020,other_crime,18
kodagu,2020,crime_against_children,2
kodagu,2020,crime_against_children,132
kodagu,2020,violent_crime,6
kodagu,2021,crime_against_women,3
kodagu,2021,crime_against_women,53
kodagu,2021,crime_against_women,24
kodagu,2021,crime_against_women,2
kodagu,2021,crime_against_women,2
kodagu,2021,crime_against_women,1
kodagu,2021,crime_against_women,27
kodagu,2021,crime_against_children,66
kodagu,2021,crime_against_women,8
kolar,2020,cyber_crime,3
kolar,2020,crime_against_children,2
kolar,2020,crime_against_children,62
kolar,2020,violent_crime,3
kolar,2020,other_crime,6
kolar,2020,other_crime,2
kolar,2020,crime_against_children,5
kolar,2020,crime_against_children,138
kolar,2021,crime_against_women,1
kolar,2021,crime_against_women,129
kolar,2021,crime_against_women,23
kolar,2021,crime_against_women,3
kolar,2021,crime_against_women,7
kolar,2021,crime_against_women,36
kolar,2021,crime_against_women,1
kolar,2021,crime_against_women,52
kolar,2021,crime_against_children,69
kolar,2021,crime_against_women,12
koppal,2020,cyber_crime,4
koppal,2020,crime_against_children,4
koppal,2020,crime_against_children,40
koppal,2020,violent_crime,1
koppal,2020,other_crime,28
koppal,2020,crime_against_children,4
koppal,2020,crime_against_children,142
koppal,2021,crime_against_women,2
koppal,2021,crime_against_women,109
koppal,2021,crime_against_women,96
koppal,2021,crime_against_women,4
koppal,2021,crime_against_women,4
koppal,2021,crime_against_women,1
koppal,2021,crime_against_women,1
koppal,2021,crime_against_women,2
koppal,2021,crime_against_women,31
koppal,2021,crime_against_children,1
koppal,2021,crime_against_children,71
koppal,2021,crime_against_women,8
mandya,2020,crime_against_children,1
mandya,2020,crime_against_children,4
mandya,2020,crime_against_children,1
mandya,2020,crime_against_children,228
mandya,2020,violent_crime,10
mandya,2020,other_crime,41
mandya,2020,crime_against_children,10
mandya,2020,crime_against_children,197
mandya,2021,crime_against_women,11
mandya,2021,crime_against_women,342
mandya,2021,crime_against_women,92
mandya,2021,crime_against_women,5
mandya,2021,crime_against_women,39
mandya,2021,crime_against_women,3
mandya,2021,crime_against_women,1
mandya,2021,crime_against_women,2
mandya,2021,crime_against_women,5
mandya,2021,crime_against_women,1
mandya,2021,crime_against_children,99
mandya,2021,crime_against_women,10
mangaluru city,2020,cyber_crime,22
mangaluru city,2020,crime_against_children,1
mangaluru city,2020,crime_against_children,3
mangaluru city,2020,crime_against_children,60
mangaluru city,2020,violent_crime,1
mangaluru city,2020,other_crime,36
mangaluru city,2020,crime_against_children,134
mangaluru city,2021,crime_against_women,4
mangaluru city,2021,crime_against_women,83
mangaluru city,2021,crime_against_women,32
mangaluru city,2021,crime_against_women,8
mangaluru city,2021,crime_against_women,3
mangaluru city,2021,crime_against_women,17
mangaluru city,2021,crime_against_women,3
mangaluru city,2021,crime_against_women,2
mangaluru city,2021,crime_against_women,4
mangaluru city,2021,crime_against_women,2
mangaluru city,2021,crime_against_children,67
mangaluru city,2021,crime_against_women,12
mysuru city,2020,crime_against_children,4
mysuru city,2020,cyber_crime,5
mysuru city,2020,crime_against_children,5
mysuru city,2020,crime_against_children,124
mysuru city,2020,violent_crime,1
mysuru city,2020,crime_against_children,3
mysuru city,2020,crime_against_children,131
mysuru city,2020,violent_crime,1
mysuru city,2021,crime_against_women,7
mysuru city,2021,crime_against_women,81
mysuru city,2021,crime_against_women,43
mysuru city,2021,crime_against_women,5
mysuru city,2021,crime_against_women,3
mysuru city,2021,crime_against_women,119
mysuru city,2021,crime_against_women,3
mysuru city,2021,crime_against_women,45
mysuru city,2021,crime_against_children,54
mysuru city,2021,crime_against_women,15
mysuru district,2020,crime_against_children,2
mysuru district,2020,cyber_crime,7
mysuru district,2020,crime_against_children,1
mysuru district,2020,crime_against_children,1
mysuru district,2020,crime_against_children,1
mysuru district,2020,crime_against_children,245
mysuru district,2020,violent_crime,4
mysuru district,2020,other_crime,64
mysuru district,2020,crime_against_children,9
mysuru district,2020,crime_against_children,270
mysuru district,2021,crime_against_women,6
mysuru district,2021,crime_against_women,284
mysuru district,2021,crime_against_women,97
mysuru district,2021,crime_against_women,9
mysuru district,2021,crime_against_women,8
mysuru district,2021,crime_against_women,23
mysuru district,2021,crime_against_women,7
mysuru district,2021,crime_against_women,4
mysuru district,2021,crime_against_women,1
mysuru district,2021,crime_against_children,135
mysuru district,2021,crime_against_women,22
raichur,2020,crime_against_children,6
raichur,2020,cyber_crime,6
raichur,2020,crime_against_children,1
raichur,2020,crime_against_children,2
raichur,2020,crime_against_children,68
raichur,2020,violent_crime,3
raichur,2020,other_crime,36
raichur,2020,crime_against_children,1
raichur,2020,crime_against_children,104
raichur,2021,crime_against_women,7
raichur,2021,crime_against_women,217
raichur,2021,crime_against_women,115
raichur,2021,crime_against_women,6
raichur,2021,crime_against_women,6
raichur,2021,crime_against_women,60
raichur,2021,crime_against_women,3
raichur,2021,crime_against_women,25
raichur,2021,crime_against_children,52
raichur,2021,crime_against_women,24
ramanagara,2020,crime_against_children,5
ramanagara,2020,cyber_crime,5
ramanagara,2020,crime_against_children,1
ramanagara,2020,crime_against_children,1
ramanagara,2020,crime_against_children,236
ramanagara,2020,violent_crime,2
ramanagara,2020,other_crime,1
ramanagara,2020,crime_against_children,14
ramanagara,2020,crime_against_children,184
ramanagara,2021,crime_against_women,291
ramanagara,2021,crime_against_women,46
ramanagara,2021,crime_against_women,5
ramanagara,2021,crime_against_women,4
ramanagara,2021,crime_against_women,68
ramanagara,2021,crime_against_women,2
ramanagara,2021,crime_against_women,1
ramanagara,2021,crime_against_women,82
ramanagara,2021,crime_against_children,92
ramanagara,2021,crime_against_women,14
shimoga,2020,crime_against_children,3
shimoga,2020,crime_against_children,5
shimoga,2020,cyber_crime,5
shimoga,2020,crime_against_children,2
shimoga,2020,crime_against_children,3
shimoga,2020,crime_against_children,364
shimoga,2020,violent_crime,2
shimoga,2020,other_crime,27
shimoga,2020,other_crime,1
shimoga,2020,crime_against_children,3
shimoga,2020,crime_against_children,364
shimoga,2021,crime_against_women,12
shimoga,2021,crime_against_women,327
shimoga,2021,crime_against_women,92
shimoga,2021,crime_against_women,6
shimoga,2021,crime_against_women,10
shimoga,2021,crime_against_women,90
shimoga,2021,crime_against_women,2
shimoga,2021,crime_against_women,1
shimoga,2021,crime_against_women,71
shimoga,2021,crime_against_children,182
shimoga,2021,crime_against_women,23
tumakuru,2020,violent_crime,10
tumakuru,2020,crime_against_children,2
tumakuru,2020,cyber_crime,9
tumakuru,2020,crime_against_children,3
tumakuru,2020,crime_against_children,4
tumakuru,2020,crime_against_children,256
tumakuru,2020,violent_crime,6
tumakuru,2020,other_crime,164
tumakuru,2020,crime_against_children,8
tumakuru,2020,crime_against_children,273
tumakuru,2020,violent_crime,36
tumakuru,2021,crime_against_women,284
tumakuru,2021,crime_against_women,65
tumakuru,2021,crime_against_women,9
tumakuru,2021,crime_against_women,4
tumakuru,2021,crime_against_women,114
tumakuru,2021,crime_against_women,4
tumakuru,2021,crime_against_women,2
tumakuru,2021,crime_against_women,109
tumakuru,2021,crime_against_children,1
tumakuru,2021,crime_against_children,101
tumakuru,2021,crime_against_women,19
udupi,2020,cyber_crime,10
udupi,2020,crime_against_children,1
udupi,2020,violent_crime,2
udupi,2020,crime_against_children,6
udupi,2020,crime_against_children,48
udupi,2020,violent_crime,1
udupi,2020,other_crime,1
udupi,2020,crime_against_children,201
udupi,2021,crime_against_women,4
udupi,2021,crime_against_women,72
udupi,2021,crime_against_women,30
udupi,2021,crime_against_women,14
udupi,2021,crime_against_women,21
udupi,2021,crime_against_women,2
udupi,2021,crime_against_women,4
udupi,2021,crime_against_women,8
udupi,2021,crime_against_children,66
udupi,2021,crime_against_women,10
uttara kannada,2020,cyber_crime,2
uttara kannada,2020,crime_against_children,3
uttara kannada,2020,violent_crime,1
uttara kannada,2020,crime_against_children,3
uttara kannada,2020,crime_against_children,128
uttara kannada,2020,violent_crime,3
uttara kannada,2020,other_crime,84
uttara kannada,2020,other_crime,2
uttara kannada,2020,crime_against_children,1
uttara kannada,2020,crime_against_children,128
uttara kannada,2021,crime_against_women,6
uttara kannada,2021,crime_against_women,160
uttara kannada,2021,crime_against_women,21
uttara kannada,2021,crime_against_women,4
uttara kannada,2021,crime_against_women,1
uttara kannada,2021,crime_against_women,21
uttara kannada,2021,crime_against_women,6
uttara kannada,2021,crime_against_women,5
uttara kannada,2021,crime_against_women,35
uttara kannada,2021,crime_against_children,64
uttara kannada,2021,crime_against_women,11
vijayanagara,2020,crime_against_children,2
vijayanagara,2020,crime_against_children,2
vijayanagara,2020,crime_against_children,1
vijayanagara,2020,crime_against_children,79
vijayanagara,2020,other_crime,1
vijayanagara,2020,crime_against_children,5
vijayanagara,2020,crime_against_children,124
vijayanagara,2021,crime_against_women,1
vijayanagara,2021,crime_against_women,81
vijayanagara,2021,crime_against_women,57
vijayanagara,2021,crime_against_women,1
vijayanagara,2021,crime_against_women,30
vijayanagara,2021,crime_against_women,1
vijayanagara,2021,crime_against_women,16
vijayanagara,2021,crime_against_women,1
vijayanagara,2021,crime_against_children,62
vijayanagara,2021,crime_against_women,7
vijayapura,2020,cyber_crime,9
vijayapura,2020,crime_against_children,3
vijayapura,2020,crime_against_children,70
vijayapura,2020,violent_crime,3
vijayapura,2020,other_crime,4
vijayapura,2020,crime_against_children,14
vijayapura,2020,crime_against_children,106
vijayapura,2021,crime_against_women,140
vijayapura,2021,crime_against_women,107
vijayapura,2021,crime_against_women,9
vijayapura,2021,crime_against_women,3
vijayapura,2021,crime_against_women,8
vijayapura,2021,crime_against_women,1
vijayapura,2021,crime_against_women,2
vijayapura,2021,crime_against_women,57
vijayapura,2021,crime_against_children,4
vijayapura,2021,crime_against_children,53
vijayapura,2021,crime_against_women,20
yadgiri,2020,crime_against_children,1
yadgiri,2020,cyber_crime,2
yadgiri,2020,crime_against_children,1
yadgiri,2020,crime_against_children,43
yadgiri,2020,violent_crime,1
yadgiri,2020,other_crime,9
yadgiri,2020,crime_against_children,3
yadgiri,2020,crime_against_children,92
yadgiri,2021,crime_against_women,97
yadgiri,2021,crime_against_women,32
yadgiri,2021,crime_against_women,2
yadgiri,2021,crime_against_women,1
yadgiri,2021,crime_against_women,20
yadgiri,2021,crime_against_women,1
yadgiri,2021,crime_against_women,19
yadgiri,2021,crime_against_children,46
yadgiri,2021,crime_against_women,15
bagalkot,2022,cyber_crime,6
bagalkot,2022,crime_against_children,10
bagalkot,2022,crime_against_children,200
bagalkot,2022,violent_crime,2
bagalkot,2022,crime_against_children,72
bagalkot,2022,crime_against_children,242
bagalkot,2023,crime_against_women,18
bagalkot,2023,crime_against_women,318
bagalkot,2023,crime_against_women,68
bagalkot,2023,crime_against_women,6
bagalkot,2023,crime_against_women,4
bagalkot,2023,crime_against_women,58
bagalkot,2023,crime_against_women,56
bagalkot,2023,crime_against_children,84
bagalkot,2023,crime_against_women,24
ballari,2022,crime_against_children,8
ballari,2022,cyber_crime,10
ballari,2022,crime_against_children,2
ballari,2022,crime_against_children,10
ballari,2022,crime_against_children,74
ballari,2022,violent_crime,4
ballari,2022,other_crime,6
ballari,2022,crime_against_children,8
ballari,2022,crime_against_children,164
ballari,2023,crime_against_women,162
ballari,2023,crime_against_women,130
ballari,2023,crime_against_women,4
ballari,2023,crime_against_women,2
ballari,2023,crime_against_women,90
ballari,2023,crime_against_women,2
ballari,2023,crime_against_women,56
ballari,2023,crime_against_children,82
ballari,2023,crime_against_women,18
belagavi city,2022,crime_against_children,2
belagavi city,2022,violent_crime,6
belagavi city,2022,cyber_crime,12
belagavi city,2022,violent_crime,2
belagavi city,2022,crime_against_children,136
belagavi city,2022,violent_crime,8
belagavi city,2022,other_crime,68
belagavi city,2022,crime_against_children,112
belagavi city,2022,violent_crime,6
belagavi city,2023,crime_against_women,14
belagavi city,2023,crime_against_women,86
belagavi city,2023,crime_against_women,176
belagavi city,2023,crime_against_women,14
belagavi city,2023,crime_against_women,4
belagavi city,2023,crime_against_women,4
belagavi city,2023,crime_against_women,2
belagavi city,2023,crime_against_women,6
belagavi city,2023,crime_against_women,2
belagavi city,2023,crime_against_women,34
belagavi city,2023,crime_against_children,56
belagavi city,2023,crime_against_women,12
belagavi district,2022,cyber_crime,28
belagavi district,2022,crime_against_children,6
belagavi district,2022,crime_against_children,166
belagavi district,2022,violent_crime,14
belagavi district,2022,other_crime,22
belagavi district,2022,crime_against_children,38
belagavi district,2022,crime_against_children,506
belagavi district,2023,crime_against_women,22
belagavi district,2023,crime_against_women,552
belagavi district,2023,crime_against_women,254
belagavi district,2023,crime_against_women,28
belagavi district,2023,crime_against_women,6
belagavi district,2023,crime_against_women,34
belagavi district,2023,crime_against_women,2
belagavi district,2023,crime_against_women,148
belagavi district,2023,crime_against_children,252
belagavi district,2023,crime_against_women,44
bengaluru city,2022,crime_against_children,6
bengaluru city,2022,violent_crime,6
bengaluru city,2022,crime_against_children,18
bengaluru city,2022,cyber_crime,272
bengaluru city,2022,crime_against_children,34
bengaluru city,2022,violent_crime,6
bengaluru city,2022,crime_against_children,148
bengaluru city,2022,crime_against_children,5300
bengaluru city,2022,violent_crime,18
bengaluru city,2022,other_crime,114
bengaluru city,2022,other_crime,4
bengaluru city,2022,crime_against_children,22
bengaluru city,2022,crime_against_children,1862
bengaluru city,2022,violent_crime,10
